event,model_a,model_b,parameter,finite_n_a,finite_n_b,raw_W1,scale,full_norm_W1,independent_W1_abs_diff,balanced_seed,balanced_n_each,balanced_q05,balanced_median,balanced_q95
GW230814_061920,SEOBNRv5PHM,NRSur7dq4,luminosity_distance,15471,15508,117.35360971331967,2139.8561751030984,0.05484182118345667,1.4210854715202004e-14,30161446,4000,0.03987129064592843,0.05703633339607597,0.08031839849005609
GW230814_061920,SEOBNRv5PHM,NRSur7dq4,final_mass_source,15471,15508,0.5401120251283452,18.97003065237152,0.028471858323582816,0.0,374782990,4000,0.0200043027787991,0.029880733271393935,0.045868062154559366
GW230814_061920,SEOBNRv5PHM,NRSur7dq4,final_spin,15471,15508,0.010133727687501842,0.10040923945959551,0.10092425499925867,0.0,233582277,4000,0.09020537294592705,0.10528842797391105,0.1262579846021456
GW230814_230901,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chirp_mass_source,14231,15635,0.03471944985304818,0.7228600484904355,0.048030666413994755,6.938893903907228e-18,203110506,4000,0.03228287981960637,0.05293662526536139,0.07353822729061046
GW230814_230901,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chi_eff,14231,15635,0.0011749231021165253,0.047458631067601856,0.024756784502336798,2.168404344971009e-19,499707315,4000,0.02215243089242922,0.033570124999670194,0.04818602448327742
GW230814_230901,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,luminosity_distance,14231,15635,4.592877482763629,106.10786556693321,0.0432849860679407,8.881784197001252e-16,663303620,4000,0.02789500360592496,0.045444226006355976,0.07221471942975088
GW230814_230901,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_mass_source,14231,15635,0.09355842610973894,1.4708260985290167,0.063609441118367,0.0,118868674,4000,0.04423288153575779,0.0673487140651029,0.08824890249273583
GW230814_230901,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_spin,14231,15635,0.0008107919534531818,0.016628961041637802,0.048757823860613614,0.0,756764708,4000,0.031450073598425624,0.053679016991832834,0.07227797198197597
GW230814_230901,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,chirp_mass_source,14231,14414,0.12037269880534637,0.7437375170912617,0.16184836187385154,0.0,100084568,4000,0.13762646454256225,0.16071447241368106,0.18764285530598948
GW230814_230901,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,chi_eff,14231,14414,0.0064930718036928705,0.04049575923271417,0.16033954978790707,0.0,380628875,4000,0.14651880118735316,0.16479881684420505,0.17992882603206634
GW230814_230901,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,luminosity_distance,14231,14414,24.934764937475006,115.60340392464464,0.21569230741448217,3.552713678800501e-15,932633969,4000,0.188898832096112,0.21304426279739402,0.2347837628475386
GW230814_230901,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,final_mass_source,14231,14414,0.23221816244605684,1.5006056516927089,0.15474962538233197,2.7755575615628914e-17,303594575,4000,0.13123273134870747,0.15391681865280604,0.17442085463022883
GW230814_230901,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,final_spin,14231,14414,0.0013803638220665734,0.015429520303515853,0.08946252345590007,2.168404344971009e-19,707200218,4000,0.07937988516419552,0.09332481731450955,0.11181735324122635
GW230814_230901,SEOBNRv5PHM,NRSur7dq4,chirp_mass_source,15635,14414,0.08657563722737055,0.7262785235434066,0.1192044572720954,1.3877787807814457e-17,782770475,4000,0.09221548913895494,0.11760182755760382,0.14277466105012218
GW230814_230901,SEOBNRv5PHM,NRSur7dq4,chi_eff,15635,14414,0.007560769307149249,0.04134971458694313,0.1828493710942491,1.734723475976807e-18,707536988,4000,0.168593695765294,0.18597546295897388,0.20324995717380978
GW230814_230901,SEOBNRv5PHM,NRSur7dq4,luminosity_distance,15635,14414,20.381243307697236,114.12899490358681,0.17858076578098997,3.552713678800501e-15,344312923,4000,0.1599220240845377,0.1782615723117712,0.19979379183389243
GW230814_230901,SEOBNRv5PHM,NRSur7dq4,final_mass_source,15635,14414,0.13984240687367097,1.4874181235587685,0.09401687706956714,0.0,996558113,4000,0.07887926659481555,0.0967193443782323,0.11988304551359481
GW230814_230901,SEOBNRv5PHM,NRSur7dq4,final_spin,15635,14414,0.002028259186082604,0.015768123665433453,0.12863034493627867,4.336808689942018e-19,348418673,4000,0.11393520839577283,0.1339350397960894,0.1546477892215927
GW230824_033047,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chirp_mass_source,14380,14145,0.18666823998324875,6.459976998850802,0.028896115267354062,0.0,119603094,4000,0.018123822888338987,0.032546777482703924,0.04614940509583579
GW230824_033047,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chi_eff,14380,14145,0.008192030377722,0.1934366228255454,0.04234994520717074,0.0,273820295,4000,0.028575605770130765,0.048057577735139016,0.06644736244616667
GW230824_033047,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,luminosity_distance,14380,14145,40.50714145333799,2287.7740457206583,0.017705918785601953,0.0,263946231,4000,0.014263283606012641,0.023512734937629745,0.03727452824352251
GW230824_033047,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_mass_source,14380,14145,0.398559825665324,13.35103351949487,0.029852357503511333,0.0,126069350,4000,0.015914280454944058,0.030360501433973654,0.05033975296597757
GW230824_033047,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_spin,14380,14145,0.006220949458409393,0.08481844711383235,0.07334429796929008,8.673617379884035e-19,230014058,4000,0.06180202161413052,0.0759953828786155,0.08960199500545334
GW230824_033047,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,chirp_mass_source,14380,13603,0.21308066736275783,6.503585667398202,0.032763567401119825,2.7755575615628914e-17,223898009,4000,0.012611201678658007,0.03587377662570537,0.05422818923257861
GW230824_033047,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,chi_eff,14380,13603,0.008327506074655976,0.19060215169487052,0.04369051451206721,1.734723475976807e-18,887665454,4000,0.03315455161837668,0.05081067666916636,0.07267438896776611
GW230824_033047,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,luminosity_distance,14380,13603,47.163874493253395,2313.4535436939764,0.02038678261848522,0.0,217992818,4000,0.01317022623213186,0.022366859159797768,0.0422906773105104
GW230824_033047,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,final_mass_source,14380,13603,0.38373896120438383,13.364845249694625,0.028712562999047963,0.0,649501927,4000,0.013899649203563841,0.02927326042349469,0.049526165817406584
GW230824_033047,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,final_spin,14380,13603,0.01099716949340932,0.08466464108960448,0.129890936191066,1.734723475976807e-18,407516197,4000,0.10711472726881067,0.13137582759248972,0.15046226900329052
GW230824_033047,SEOBNRv5PHM,NRSur7dq4,chirp_mass_source,14145,13603,0.14867835035976582,6.358204582714372,0.02338370029236992,0.0,633937444,4000,0.013969618455990322,0.02857775322320727,0.0470324592552147
GW230824_033047,SEOBNRv5PHM,NRSur7dq4,chi_eff,14145,13603,0.0024878143118431673,0.1866075043704724,0.01333180206356601,0.0,347140315,4000,0.016365355915210038,0.02381618386053081,0.0331862856497741
GW230824_033047,SEOBNRv5PHM,NRSur7dq4,luminosity_distance,14145,13603,73.73582520088704,2258.8160606088236,0.03264357221765674,0.0,1012776064,4000,0.019194469312439955,0.037346731646681015,0.05536641672125576
GW230824_033047,SEOBNRv5PHM,NRSur7dq4,final_mass_source,14145,13603,0.1385141344174703,13.222762599249812,0.010475430786704803,0.0,425779561,4000,0.01192138632013162,0.018743648998955906,0.033994111662329324
GW230824_033047,SEOBNRv5PHM,NRSur7dq4,final_spin,14145,13603,0.00622186239937946,0.08066479019976025,0.07713231986312105,8.673617379884035e-19,159031801,4000,0.05202209842998946,0.07471353756479494,0.10431655165340545
GW230825_041334,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chirp_mass_source,15825,18399,1.523620466841947,6.744911208249528,0.2258918493958002,0.0,541250939,4000,0.20559532006468176,0.22459734868150466,0.24761418068911173
GW230825_041334,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,chi_eff,15825,18399,0.005627042586543409,0.22552874906964956,0.024950444720489365,8.673617379884035e-19,679265658,4000,0.021612569082625075,0.030327186140466696,0.040618656613042405
GW230825_041334,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,luminosity_distance,15825,18399,619.5305521612552,3074.8734138799796,0.2014816445336234,0.0,202356090,4000,0.17515231920697083,0.20061738579343408,0.22794853804024007
GW230825_041334,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,final_mass_source,15825,18399,4.103419765572147,15.216943020732355,0.2696612427332766,0.0,647822530,4000,0.24219696759524745,0.2735569457921163,0.29341854716785376
