event,parameter,model_a,model_b,corrected_S90
GW230824_033047,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.02977564685806173
GW230824_033047,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.01711709301779308
GW230824_033047,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0291243179898264
GW230824_033047,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.03370598399686171
GW230824_033047,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.004897861456526524
GW230824_033047,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.012363113340038302
GW230824_033047,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.017164984567934236
GW230824_033047,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.029449341826917722
GW230824_033047,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.025304802357180512
GW230824_033047,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.01922886838313119
GW230824_033047,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.006093584084571402
GW230824_033047,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.043232910595757616
GW230824_033047,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.08063887447142476
GW230824_033047,final_spin,SEOBNRv5PHM,NRSur7dq4,0.03902673507613048
GW230825_041334,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.21852208903296536
GW230825_041334,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.03763377988922967
GW230825_041334,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.18508186019589645
GW230825_041334,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0039004687419177254
GW230825_041334,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.08308434191646759
GW230825_041334,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.079803618163236
GW230825_041334,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.19282941432944675
GW230825_041334,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.09531363220599744
GW230825_041334,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.09985033870951453
GW230825_041334,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.26193408584331607
GW230825_041334,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.06444290500727877
GW230825_041334,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.20165597256923773
GW230825_041334,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.08688010571657767
GW230825_041334,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.10410732014878488
GW230825_041334,final_spin,SEOBNRv5PHM,NRSur7dq4,0.19901315810581455
GW230914_111401,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.024951375933934525
GW230914_111401,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.044431674393331046
GW230914_111401,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.07154600554877734
GW230914_111401,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.10028311744887837
GW230914_111401,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.014024980262282303
GW230914_111401,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.09097848688841652
GW230914_111401,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.034388292212209126
GW230914_111401,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.08113320950604497
GW230914_111401,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.04948284419313744
GW230914_111401,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.05414225042207556
GW230914_111401,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.022855911865019972
GW230914_111401,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.07675048250308837
GW230914_111401,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.042755461082067556
GW230914_111401,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.05985417287230193
GW230914_111401,final_spin,SEOBNRv5PHM,NRSur7dq4,0.013899193566800968
GW230920_071124,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.026033513930589215
GW230920_071124,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.08064016118652534
GW230920_071124,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.05529642812617801
GW230920_071124,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.04070598636911456
GW230920_071124,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04868255094303511
GW230920_071124,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.006954450895952628
GW230920_071124,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.030642093174887065
GW230920_071124,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0460866929426406
GW230920_071124,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.07623869851085237
GW230920_071124,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.014942397258584615
GW230920_071124,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.05689386724293371
GW230920_071124,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.0422228070949732
GW230920_071124,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.04104446543615388
GW230920_071124,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.008381135608834687
GW230920_071124,final_spin,SEOBNRv5PHM,NRSur7dq4,0.03388564551351958
GW230922_020344,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.15504176889655116
GW230922_020344,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.16180623242053727
GW230922_020344,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.008520051958134885
GW230922_020344,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.10580633655366704
GW230922_020344,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.11539637007195454
GW230922_020344,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.008874885823033375
GW230922_020344,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.12205310270713145
GW230922_020344,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.12067913629494166
GW230922_020344,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.0004701146212918265
GW230922_020344,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.18003270786883452
GW230922_020344,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.217735744675455
GW230922_020344,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.03868936059643605
GW230922_020344,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.1694465255228347
GW230922_020344,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.24114944366221885
GW230922_020344,final_spin,SEOBNRv5PHM,NRSur7dq4,0.07161851692956066
GW230922_040658,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.09268427475713627
GW230922_040658,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.028625593622196358
GW230922_040658,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.06367101641422973
GW230922_040658,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.012784849834001686
GW230922_040658,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.06249958817345082
GW230922_040658,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.04952232257358117
GW230922_040658,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.05822547719085917
GW230922_040658,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.008615604956501528
GW230922_040658,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.06709783859826399
GW230922_040658,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0235330811115739
GW230922_040658,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.022534184305780712
GW230922_040658,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.046032249431377834
GW230922_040658,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.005336911120802041
GW230922_040658,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.09780037207259876
GW230922_040658,final_spin,SEOBNRv5PHM,NRSur7dq4,0.1089966674490996
GW230924_124453,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.03710838373535452
GW230924_124453,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.03242967663177892
GW230924_124453,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.004206303515830584
GW230924_124453,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.009864472556694981
GW230924_124453,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.014635792851245845
GW230924_124453,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.0237899199090855
GW230924_124453,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.025294656716257094
GW230924_124453,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.01905130070313237
GW230924_124453,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.006256882567272643
GW230924_124453,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.02583546138689332
GW230924_124453,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.015806190439179614
GW230924_124453,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.009858258283455322
GW230924_124453,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.02450717188353929
GW230924_124453,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.014230987029091365
GW230924_124453,final_spin,SEOBNRv5PHM,NRSur7dq4,0.038425171187145966
GW230927_043729,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.03092330972922083
GW230927_043729,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.05688767414851914
GW230927_043729,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.025731143054641678
GW230927_043729,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.024061712493029984
GW230927_043729,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04634285984043938
GW230927_043729,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.021583764170094166
GW230927_043729,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.030791366349287582
GW230927_043729,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.05053480011339259
GW230927_043729,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.019339481095046462
GW230927_043729,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.018339159348389634
GW230927_043729,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.06634555677085574
GW230927_043729,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.04734337513182199
GW230927_043729,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.016057377197124766
GW230927_043729,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.08493547669240614
GW230927_043729,final_spin,SEOBNRv5PHM,NRSur7dq4,0.06674744584497372
GW230928_215827,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.1980211339444765
GW230928_215827,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.05591209687395604
GW230928_215827,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.14315850130737331
GW230928_215827,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.022972676236408564
GW230928_215827,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.07933629698945185
GW230928_215827,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.09896269593695003
GW230928_215827,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.2566824536344624
GW230928_215827,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04706432780915561
GW230928_215827,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.2089333575289555
GW230928_215827,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.19922577110394904
GW230928_215827,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.08550519019957938
GW230928_215827,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.1147607724809744
GW230928_215827,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.047124485909161754
GW230928_215827,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.19953626680676598
GW230928_215827,final_spin,SEOBNRv5PHM,NRSur7dq4,0.14361904227142713
GW230930_110730,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.012825095469227716
GW230930_110730,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.010081975384133733
GW230930_110730,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.002542613875295285
GW230930_110730,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.016614746934989374
GW230930_110730,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.03240688902375976
GW230930_110730,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.01576327546109674
GW230930_110730,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.006132791662186232
GW230930_110730,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.00987884030855665
GW230930_110730,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.003676916301776182
GW230930_110730,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.017281272585711608
GW230930_110730,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.00643082254862049
GW230930_110730,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.023854907497680083
GW230930_110730,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.024655874186713916
GW230930_110730,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.06520513016437139
GW230930_110730,final_spin,SEOBNRv5PHM,NRSur7dq4,0.039846584764262276
GW231005_091549,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.02123525262522251
GW231005_091549,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.028241150715911763
GW231005_091549,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.04899163899207814
GW231005_091549,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.011152521562723536
GW231005_091549,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.009550920715783789
GW231005_091549,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.0016700537978058543
GW231005_091549,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.009601071435223157
GW231005_091549,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0646368826489704
GW231005_091549,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.05481338975588495
GW231005_091549,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0080749816825079
GW231005_091549,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04829269919721429
GW231005_091549,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.040167799583978724
GW231005_091549,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.022203416314429784
GW231005_091549,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.018330564600405434
GW231005_091549,final_spin,SEOBNRv5PHM,NRSur7dq4,0.04170952955659726
GW231008_142521,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.05080475301254169
GW231008_142521,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04814228795832928
GW231008_142521,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.0032077855018634
GW231008_142521,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06898086506209188
GW231008_142521,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.05578487900545099
GW231008_142521,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.013590467001605114
GW231008_142521,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.006339555237875191
GW231008_142521,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.017787029566215647
GW231008_142521,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.024421005385844973
GW231008_142521,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0850616716648878
GW231008_142521,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.05529724559716348
GW231008_142521,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.03084181148334571
GW231008_142521,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07618288987767616
GW231008_142521,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.03556221210391967
GW231008_142521,final_spin,SEOBNRv5PHM,NRSur7dq4,0.04295911779972658
GW231028_153006,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06628527393557654
GW231028_153006,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.32850442647266465
GW231028_153006,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.2603898298126652
GW231028_153006,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.19731866735908382
GW231028_153006,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.6061694538358774
GW231028_153006,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.4123916058874728
GW231028_153006,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.27041978763139163
GW231028_153006,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.1874574507685508
GW231028_153006,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.07899676479367303
GW231028_153006,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.2506285448153067
GW231028_153006,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.164124838361948
GW231028_153006,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.4104373908612955
GW231028_153006,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.18631382612736058
GW231028_153006,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.6377901344107045
GW231028_153006,final_spin,SEOBNRv5PHM,NRSur7dq4,0.48379073477766027
GW231029_111508,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07384141637724971
GW231029_111508,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.03127088184221083
GW231029_111508,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.04338950168957464
GW231029_111508,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07976372154684001
GW231029_111508,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.023811246198677888
GW231029_111508,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.05818467770260299
GW231029_111508,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.007515246171391354
GW231029_111508,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.0441292940236507
GW231029_111508,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.05236438199851932
GW231029_111508,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.03906382740061368
GW231029_111508,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.015442464254998123
GW231029_111508,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.053791917810496824
GW231029_111508,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.010252709176752191
GW231029_111508,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.05248058145987236
GW231029_111508,final_spin,SEOBNRv5PHM,NRSur7dq4,0.04412706326542649
GW231102_071736,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06237585570532902
GW231102_071736,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.07758976364127514
GW231102_071736,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.01672388325563485
GW231102_071736,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.02575837547833918
GW231102_071736,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.015399166757470283
GW231102_071736,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.010765531652049432
GW231102_071736,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07876478487408135
GW231102_071736,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.02079793466416308
GW231102_071736,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.058637803848746235
GW231102_071736,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.05826500940300566
GW231102_071736,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.06797105141465008
GW231102_071736,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.010795319187062632
GW231102_071736,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.029088221349622023
GW231102_071736,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.10224815420278716
GW231102_071736,final_spin,SEOBNRv5PHM,NRSur7dq4,0.07335216760484489
GW231118_071402,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.009782309884667545
GW231118_071402,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.052873091418812926
GW231118_071402,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.04447023153021688
GW231118_071402,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.07166697041472322
GW231118_071402,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.07994153155430234
GW231118_071402,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.0073230598342354505
GW231118_071402,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.002552597190718222
GW231118_071402,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.011908625944397703
GW231118_071402,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.014457514686254424
GW231118_071402,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.014017616933667126
GW231118_071402,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.04967412471833725
GW231118_071402,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.03626516981657515
GW231118_071402,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.06276370857345234
GW231118_071402,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.12441408344766201
GW231118_071402,final_spin,SEOBNRv5PHM,NRSur7dq4,0.06108909924175511
GW231119_075248,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.0008123277864300086
GW231119_075248,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.00903817957137294
GW231119_075248,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.010121943794640589
GW231119_075248,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.008484159679329929
GW231119_075248,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.02650410543240586
GW231119_075248,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.017940233846745247
GW231119_075248,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.003437951259095166
GW231119_075248,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.006026179121806422
GW231119_075248,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.009466222547767007
GW231119_075248,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.015406813064314314
GW231119_075248,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.02340538841947595
GW231119_075248,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.008033024109410519
GW231119_075248,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.012864196829795674
GW231119_075248,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.05652109343807266
GW231119_075248,final_spin,SEOBNRv5PHM,NRSur7dq4,0.04432202061641573
GW231123_135430,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.23966405959591178
GW231123_135430,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.09797079870572231
GW231123_135430,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.15555098155774694
GW231123_135430,chi_eff,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,1.8850732572545243
GW231123_135430,chi_eff,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.9649106325554494
GW231123_135430,chi_eff,SEOBNRv5PHM,NRSur7dq4,0.6325632469610504
GW231123_135430,luminosity_distance,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,1.8148762009655421
GW231123_135430,luminosity_distance,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,1.1619575224481782
GW231123_135430,luminosity_distance,SEOBNRv5PHM,NRSur7dq4,0.3143091751458157
GW231123_135430,final_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.16991614423293128
GW231123_135430,final_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.3204369439851097
GW231123_135430,final_mass_source,SEOBNRv5PHM,NRSur7dq4,0.16895970834362525
GW231123_135430,final_spin,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,2.309995759210427
GW231123_135430,final_spin,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,1.3010224937621322
GW231123_135430,final_spin,SEOBNRv5PHM,NRSur7dq4,0.719180956893671
GW231127_165300,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,SEOBNRv5PHM,0.02796384111366306
GW231127_165300,chirp_mass_source,IMRPhenomXPHM-SpinTaylor,NRSur7dq4,0.03416889512118317
GW231127_165300,chirp_mass_source,SEOBNRv5PHM,NRSur7dq4,0.006446318577596655
